time,open,high,low,close,volume
2024-01-01T22:00:00.000000000Z,1.27264,1.27333,1.27221,1.273,374
2024-01-01T23:00:00.000000000Z,1.27312,1.27356,1.27265,1.27278,1798
2024-01-02T00:00:00.000000000Z,1.2728,1.273,1.27217,1.27258,2973
2024-01-02T01:00:00.000000000Z,1.27256,1.27336,1.27204,1.2721,4508
2024-01-02T02:00:00.000000000Z,1.27208,1.27258,1.27101,1.27109,3170
2024-01-02T03:00:00.000000000Z,1.2711,1.27201,1.271,1.27186,2782
2024-01-02T04:00:00.000000000Z,1.27186,1.27192,1.27112,1.27145,1986
2024-01-02T05:00:00.000000000Z,1.27146,1.27414,1.27145,1.2737,3034
2024-01-02T06:00:00.000000000Z,1.2737,1.27372,1.27292,1.27312,3845
2024-01-02T07:00:00.000000000Z,1.27314,1.27442,1.27268,1.27326,6247
2024-01-02T08:00:00.000000000Z,1.27326,1.276,1.27296,1.27499,8481
2024-01-02T09:00:00.000000000Z,1.27498,1.27563,1.27172,1.27175,6602
2024-01-02T10:00:00.000000000Z,1.27176,1.27189,1.26924,1.26954,7244
2024-01-02T11:00:00.000000000Z,1.26952,1.26952,1.26541,1.26626,8334
2024-01-02T12:00:00.000000000Z,1.26629,1.26632,1.26396,1.26438,7102
2024-01-02T13:00:00.000000000Z,1.2644,1.26486,1.26216,1.263,7405
2024-01-02T14:00:00.000000000Z,1.26297,1.26448,1.26202,1.26282,10776
2024-01-02T15:00:00.000000000Z,1.26278,1.26376,1.26152,1.26252,12175
2024-01-02T16:00:00.000000000Z,1.26253,1.26354,1.26108,1.26298,7135
2024-01-02T17:00:00.000000000Z,1.26298,1.26371,1.26223,1.2633,5199
2024-01-02T18:00:00.000000000Z,1.2633,1.2635,1.26238,1.26262,4341
2024-01-02T19:00:00.000000000Z,1.26262,1.26269,1.262,1.26202,4029
2024-01-02T20:00:00.000000000Z,1.26203,1.26268,1.26161,1.2618,3852
2024-01-02T21:00:00.000000000Z,1.2618,1.2622,1.2616,1.26188,1502
2024-01-02T22:00:00.000000000Z,1.26166,1.26245,1.26163,1.26211,965
2024-01-02T23:00:00.000000000Z,1.26212,1.26244,1.26195,1.26228,746
2024-01-03T00:00:00.000000000Z,1.26228,1.26324,1.26202,1.26314,2156
2024-01-03T01:00:00.000000000Z,1.26312,1.2634,1.26254,1.2629,3819
2024-01-03T02:00:00.000000000Z,1.2629,1.26314,1.26264,1.26292,3209
2024-01-03T03:00:00.000000000Z,1.26292,1.26411,1.2629,1.26406,3430
2024-01-03T04:00:00.000000000Z,1.26406,1.26418,1.2638,1.26415,2893
2024-01-03T05:00:00.000000000Z,1.26415,1.26418,1.26303,1.26308,3442
2024-01-03T06:00:00.000000000Z,1.26309,1.26466,1.26306,1.26439,3495
2024-01-03T07:00:00.000000000Z,1.26434,1.2647,1.26244,1.26434,5914
2024-01-03T08:00:00.000000000Z,1.26437,1.26527,1.26356,1.26416,7636
2024-01-03T09:00:00.000000000Z,1.26416,1.26469,1.26255,1.26282,7380
2024-01-03T10:00:00.000000000Z,1.26278,1.26318,1.26202,1.26266,5151
2024-01-03T11:00:00.000000000Z,1.26266,1.26314,1.26188,1.26272,5700
2024-01-03T12:00:00.000000000Z,1.2627,1.26424,1.26201,1.26246,6136
2024-01-03T13:00:00.000000000Z,1.26244,1.26432,1.26183,1.26298,9179
2024-01-03T14:00:00.000000000Z,1.26298,1.2642,1.26178,1.26326,10291
2024-01-03T15:00:00.000000000Z,1.26242,1.26566,1.26157,1.2628,13907
2024-01-03T16:00:00.000000000Z,1.26279,1.26506,1.26272,1.26408,8814
2024-01-03T17:00:00.000000000Z,1.26409,1.26475,1.2637,1.2645,5478
2024-01-03T18:00:00.000000000Z,1.26449,1.26548,1.26409,1.26494,5033
2024-01-03T19:00:00.000000000Z,1.26483,1.26766,1.26306,1.26644,12410
2024-01-03T20:00:00.000000000Z,1.26642,1.26674,1.26545,1.26641,7130
2024-01-03T21:00:00.000000000Z,1.2664,1.26686,1.2662,1.26644,1775
2024-01-03T22:00:00.000000000Z,1.26638,1.26709,1.26629,1.26657,999
2024-01-03T23:00:00.000000000Z,1.26662,1.26742,1.26656,1.26733,1654
2024-01-04T00:00:00.000000000Z,1.26734,1.26734,1.2666,1.26692,3209
2024-01-04T01:00:00.000000000Z,1.2669,1.26704,1.26602,1.26624,5079
2024-01-04T02:00:00.000000000Z,1.26623,1.26641,1.2657,1.266,3954
2024-01-04T03:00:00.000000000Z,1.26601,1.26736,1.26592,1.26734,3840
2024-01-04T04:00:00.000000000Z,1.26734,1.26762,1.267,1.26704,2835
2024-01-04T05:00:00.000000000Z,1.26702,1.2672,1.26633,1.26652,3774
2024-01-04T06:00:00.000000000Z,1.2665,1.26794,1.26649,1.26793,3771
2024-01-04T07:00:00.000000000Z,1.2679,1.2694,1.26778,1.26932,6346
2024-01-04T08:00:00.000000000Z,1.26933,1.27085,1.26816,1.27016,8169
