time,open,high,low,close,volume
2023-01-01T23:00:00.000000000Z,130.827,130.932,130.738,130.919,106
2023-01-02T00:00:00.000000000Z,130.935,131.052,130.918,130.942,257
2023-01-02T01:00:00.000000000Z,130.952,130.995,130.877,130.959,630
2023-01-02T02:00:00.000000000Z,130.964,131.041,130.964,131.033,50
2023-01-02T03:00:00.000000000Z,131.029,131.035,130.911,130.949,122
2023-01-02T04:00:00.000000000Z,130.949,130.949,130.91,130.932,620
2023-01-02T05:00:00.000000000Z,130.932,130.972,130.913,130.94,1647
2023-01-02T06:00:00.000000000Z,130.94,130.981,130.916,130.95,882
2023-01-02T07:00:00.000000000Z,130.96,130.982,130.926,130.954,1409
2023-01-02T08:00:00.000000000Z,130.95,130.974,130.918,130.94,1777
2023-01-02T09:00:00.000000000Z,130.94,130.964,130.861,130.875,1727
2023-01-02T10:00:00.000000000Z,130.87,130.878,130.76,130.789,2007
2023-01-02T11:00:00.000000000Z,130.788,130.891,130.768,130.78,1860
2023-01-02T12:00:00.000000000Z,130.779,130.808,130.705,130.736,1619
2023-01-02T13:00:00.000000000Z,130.736,130.759,130.618,130.646,2247
2023-01-02T14:00:00.000000000Z,130.647,130.786,130.639,130.724,4935
2023-01-02T15:00:00.000000000Z,130.723,130.827,130.714,130.795,8754
2023-01-02T16:00:00.000000000Z,130.793,130.842,130.675,130.752,9734
2023-01-02T17:00:00.000000000Z,130.753,130.812,130.729,130.788,8702
2023-01-02T18:00:00.000000000Z,130.791,130.797,130.754,130.784,5027
2023-01-02T19:00:00.000000000Z,130.784,130.791,130.738,130.746,953
2023-01-02T20:00:00.000000000Z,130.746,130.748,130.712,130.722,186
2023-01-02T21:00:00.000000000Z,130.722,130.746,130.659,130.659,506
2023-01-02T22:00:00.000000000Z,130.659,130.846,130.659,130.75,35
2023-01-02T23:00:00.000000000Z,130.748,131.406,130.534,130.794,7512
2023-01-03T00:00:00.000000000Z,130.792,130.906,130.576,130.614,6546
2023-01-03T01:00:00.000000000Z,130.618,130.72,129.81,130.154,12986
2023-01-03T02:00:00.000000000Z,130.156,130.31,129.784,129.926,8664
2023-01-03T03:00:00.000000000Z,129.926,129.988,129.683,129.786,6731
2023-01-03T04:00:00.000000000Z,129.782,129.804,129.508,129.596,6217
2023-01-03T05:00:00.000000000Z,129.598,129.957,129.556,129.82,7464
2023-01-03T06:00:00.000000000Z,129.817,130.065,129.618,129.846,8108
2023-01-03T07:00:00.000000000Z,129.834,130.256,129.785,130.112,8339
2023-01-03T08:00:00.000000000Z,130.112,130.965,130.1,130.784,15716
2023-01-03T09:00:00.000000000Z,130.78,130.805,130.312,130.416,12719
2023-01-03T10:00:00.000000000Z,130.408,130.738,130.362,130.691,8592
2023-01-03T11:00:00.000000000Z,130.692,130.89,130.63,130.879,6325
2023-01-03T12:00:00.000000000Z,130.877,131.198,130.834,130.978,7731
2023-01-03T13:00:00.000000000Z,130.976,131.008,130.59,130.656,10287
2023-01-03T14:00:00.000000000Z,130.661,130.798,130.052,130.19,9942
2023-01-03T15:00:00.000000000Z,130.186,130.937,130.186,130.748,12638
2023-01-03T16:00:00.000000000Z,130.746,131.111,130.624,130.834,9099
2023-01-03T17:00:00.000000000Z,130.832,130.886,130.725,130.794,4801
2023-01-03T18:00:00.000000000Z,130.794,130.816,130.602,130.622,3896
2023-01-03T19:00:00.000000000Z,130.62,130.792,130.576,130.782,3815
2023-01-03T20:00:00.000000000Z,130.774,130.967,130.754,130.964,3111
2023-01-03T21:00:00.000000000Z,130.966,131.04,130.888,130.984,2834
2023-01-03T22:00:00.000000000Z,131.002,131.046,130.978,130.996,3637
2023-01-03T23:00:00.000000000Z,130.994,131.472,130.979,131.298,7439
2023-01-04T00:00:00.000000000Z,131.299,131.31,130.82,131.02,9036
2023-01-04T01:00:00.000000000Z,131.012,131.226,130.582,130.65,8436
2023-01-04T02:00:00.000000000Z,130.648,130.939,130.634,130.82,6303
2023-01-04T03:00:00.000000000Z,130.819,130.863,130.62,130.65,4178
2023-01-04T04:00:00.000000000Z,130.65,130.952,130.644,130.832,4012
2023-01-04T05:00:00.000000000Z,130.83,130.998,130.754,130.853,5776
2023-01-04T06:00:00.000000000Z,130.856,130.88,130.683,130.733,6194
2023-01-04T07:00:00.000000000Z,130.74,130.758,130.116,130.254,11002
2023-01-04T08:00:00.000000000Z,130.255,130.532,129.928,130.507,14912
2023-01-04T09:00:00.000000000Z,130.514,130.633,130.274,130.424,8594
2023-01-04T10:00:00.000000000Z,130.426,130.572,130.422,130.43,5997
2023-01-04T11:00:00.000000000Z,130.431,130.596,130.278,130.535,4883
2023-01-04T12:00:00.000000000Z,130.532,130.982,130.516,130.834,7148
2023-01-04T13:00:00.000000000Z,130.832,130.926,130.581,130.71,8921
2023-01-04T14:00:00.000000000Z,130.708,131.13,130.699,131.008,9252
2023-01-04T15:00:00.000000000Z,131.006,132.09,130.969,132.014,18418
2023-01-04T16:00:00.000000000Z,132.015,132.194,131.94,132.004,9557
2023-01-04T17:00:00.000000000Z,132.005,132.716,131.998,132.548,5807
2023-01-04T18:00:00.000000000Z,132.545,132.599,132.386,132.478,5843
