time,open,high,low,close,volume
2021-06-13T21:00:00.000000000Z,0.77061,0.77086,0.77042,0.77062,39
2021-06-13T22:00:00.000000000Z,0.77066,0.77085,0.77056,0.77079,76
2021-06-13T23:00:00.000000000Z,0.77076,0.77098,0.77074,0.7708,61
2021-06-14T00:00:00.000000000Z,0.77082,0.771,0.76978,0.76978,244
2021-06-14T01:00:00.000000000Z,0.76974,0.77028,0.76939,0.77012,231
2021-06-14T02:00:00.000000000Z,0.77016,0.77039,0.76997,0.77024,125
2021-06-14T03:00:00.000000000Z,0.77021,0.77028,0.76964,0.77011,118
2021-06-14T04:00:00.000000000Z,0.77008,0.77126,0.76994,0.77119,209
2021-06-14T05:00:00.000000000Z,0.77115,0.77141,0.771,0.77106,89
2021-06-14T06:00:00.000000000Z,0.77102,0.77128,0.77046,0.77068,358
2021-06-14T07:00:00.000000000Z,0.77064,0.77138,0.77021,0.77134,530
2021-06-14T08:00:00.000000000Z,0.77131,0.7715,0.77022,0.7709,427
2021-06-14T09:00:00.000000000Z,0.77087,0.77186,0.77083,0.77146,275
2021-06-14T10:00:00.000000000Z,0.77142,0.77232,0.77106,0.77205,269
2021-06-14T11:00:00.000000000Z,0.77208,0.77213,0.77116,0.77138,294
2021-06-14T12:00:00.000000000Z,0.77142,0.7722,0.77136,0.77186,477
2021-06-14T13:00:00.000000000Z,0.77182,0.77248,0.77161,0.77201,632
2021-06-14T14:00:00.000000000Z,0.77204,0.77259,0.77158,0.77195,636
2021-06-14T15:00:00.000000000Z,0.77198,0.77209,0.7713,0.77168,300
2021-06-14T16:00:00.000000000Z,0.77172,0.77177,0.77079,0.77089,160
2021-06-14T17:00:00.000000000Z,0.77086,0.7711,0.77072,0.77096,108
2021-06-14T18:00:00.000000000Z,0.77099,0.77099,0.77054,0.77078,131
2021-06-14T19:00:00.000000000Z,0.77082,0.7714,0.7708,0.7714,118
2021-06-14T20:00:00.000000000Z,0.77136,0.77136,0.7711,0.77116,79
2021-06-14T21:00:00.000000000Z,0.77124,0.7713,0.77119,0.7713,11
2021-06-14T22:00:00.000000000Z,0.77133,0.77139,0.77102,0.77122,89
2021-06-14T23:00:00.000000000Z,0.77126,0.7716,0.77112,0.7712,110
2021-06-15T00:00:00.000000000Z,0.77118,0.77166,0.77085,0.7712,318
2021-06-15T01:00:00.000000000Z,0.77116,0.77131,0.76958,0.76974,466
2021-06-15T02:00:00.000000000Z,0.76971,0.77045,0.76963,0.77036,264
2021-06-15T03:00:00.000000000Z,0.77033,0.77079,0.76995,0.77063,159
2021-06-15T04:00:00.000000000Z,0.77066,0.77126,0.77066,0.77108,132
2021-06-15T05:00:00.000000000Z,0.77112,0.77158,0.77088,0.77158,134
2021-06-15T06:00:00.000000000Z,0.77154,0.7716,0.77007,0.77031,410
2021-06-15T07:00:00.000000000Z,0.77034,0.7709,0.77022,0.77039,455
2021-06-15T08:00:00.000000000Z,0.77043,0.77066,0.76906,0.76919,363
2021-06-15T09:00:00.000000000Z,0.76916,0.76927,0.76858,0.76877,330
2021-06-15T10:00:00.000000000Z,0.76874,0.7697,0.76852,0.76958,344
2021-06-15T11:00:00.000000000Z,0.7696,0.76998,0.76884,0.76909,384
2021-06-15T12:00:00.000000000Z,0.76905,0.7699,0.76856,0.76904,698
2021-06-15T13:00:00.000000000Z,0.769,0.76981,0.76881,0.76942,754
2021-06-15T14:00:00.000000000Z,0.76945,0.76964,0.76745,0.76808,740
2021-06-15T15:00:00.000000000Z,0.76812,0.76875,0.76756,0.76756,342
2021-06-15T16:00:00.000000000Z,0.76751,0.76858,0.76744,0.76841,237
2021-06-15T17:00:00.000000000Z,0.76846,0.76862,0.76806,0.76833,204
2021-06-15T18:00:00.000000000Z,0.76837,0.76863,0.76818,0.76825,173
2021-06-15T19:00:00.000000000Z,0.76822,0.76858,0.76804,0.76858,182
2021-06-15T20:00:00.000000000Z,0.76854,0.76888,0.76842,0.76876,92
2021-06-15T21:00:00.000000000Z,0.76882,0.76892,0.76851,0.76879,67
2021-06-15T22:00:00.000000000Z,0.76883,0.76897,0.76856,0.76866,77
2021-06-15T23:00:00.000000000Z,0.76863,0.76869,0.76838,0.76859,89
2021-06-16T00:00:00.000000000Z,0.76863,0.76941,0.76844,0.76872,222
2021-06-16T01:00:00.000000000Z,0.76875,0.76926,0.7686,0.76915,236
2021-06-16T02:00:00.000000000Z,0.76912,0.76955,0.76907,0.76944,231
2021-06-16T03:00:00.000000000Z,0.76948,0.76955,0.76919,0.76945,156
2021-06-16T04:00:00.000000000Z,0.76941,0.76968,0.76876,0.76963,269
2021-06-16T05:00:00.000000000Z,0.76966,0.76978,0.76916,0.76938,223
2021-06-16T06:00:00.000000000Z,0.76934,0.77014,0.76882,0.76988,361
2021-06-16T07:00:00.000000000Z,0.76991,0.77034,0.76966,0.77002,445
2021-06-16T08:00:00.000000000Z,0.77006,0.77048,0.76989,0.77039,366
2021-06-16T09:00:00.000000000Z,0.77042,0.77086,0.77018,0.77067,256
2021-06-16T10:00:00.000000000Z,0.7707,0.77095,0.77022,0.77046,247
2021-06-16T11:00:00.000000000Z,0.7705,0.77066,0.77025,0.77054,205
2021-06-16T12:00:00.000000000Z,0.7706,0.77157,0.77052,0.77072,410
2021-06-16T13:00:00.000000000Z,0.77068,0.77111,0.77008,0.77043,577
2021-06-16T14:00:00.000000000Z,0.77046,0.77085,0.77022,0.77081,422
2021-06-16T15:00:00.000000000Z,0.77078,0.77123,0.77051,0.7711,257
2021-06-16T16:00:00.000000000Z,0.77114,0.77143,0.7703,0.77064,247
2021-06-16T17:00:00.000000000Z,0.7706,0.77076,0.77026,0.77064,182
2021-06-16T18:00:00.000000000Z,0.77058,0.77058,0.76086,0.76138,8059
2021-06-16T19:00:00.000000000Z,0.76142,0.76376,0.76124,0.76142,2029
2021-06-16T20:00:00.000000000Z,0.76146,0.76178,0.76071,0.76096,457
