time,open,high,low,close,volume
2026-01-01T22:00:00.000000000Z,1.34688,1.34719,1.34632,1.34702,2246
2026-01-01T23:00:00.000000000Z,1.34696,1.3477,1.34696,1.3474,1182
2026-01-02T00:00:00.000000000Z,1.3474,1.34826,1.3472,1.34816,2584
2026-01-02T01:00:00.000000000Z,1.34819,1.34881,1.34809,1.34878,4316
2026-01-02T02:00:00.000000000Z,1.34878,1.34914,1.34866,1.34882,3488
2026-01-02T03:00:00.000000000Z,1.34882,1.34902,1.34843,1.34868,2697
2026-01-02T04:00:00.000000000Z,1.3487,1.34876,1.34778,1.34788,3164
2026-01-02T05:00:00.000000000Z,1.34788,1.34808,1.34696,1.34712,2245
2026-01-02T06:00:00.000000000Z,1.3471,1.34714,1.34636,1.34678,3343
2026-01-02T07:00:00.000000000Z,1.34678,1.34708,1.34578,1.34644,7647
2026-01-02T08:00:00.000000000Z,1.34642,1.34689,1.34492,1.3454,11621
2026-01-02T09:00:00.000000000Z,1.34538,1.34644,1.34509,1.3455,9325
2026-01-02T10:00:00.000000000Z,1.34551,1.34586,1.34442,1.34499,8726
2026-01-02T11:00:00.000000000Z,1.34498,1.34526,1.34342,1.34409,8503
2026-01-02T12:00:00.000000000Z,1.3441,1.34496,1.34362,1.34456,7739
2026-01-02T13:00:00.000000000Z,1.34458,1.34598,1.34422,1.34576,9170
2026-01-02T14:00:00.000000000Z,1.34576,1.34683,1.34534,1.34648,10901
2026-01-02T15:00:00.000000000Z,1.34648,1.3502,1.34644,1.34971,14291
2026-01-02T16:00:00.000000000Z,1.3497,1.34988,1.34733,1.34778,11138
2026-01-02T17:00:00.000000000Z,1.34778,1.34781,1.34614,1.34628,8305
2026-01-02T18:00:00.000000000Z,1.34628,1.34639,1.34464,1.34515,7674
2026-01-02T19:00:00.000000000Z,1.34514,1.34581,1.34475,1.3455,8615
2026-01-02T20:00:00.000000000Z,1.3455,1.34575,1.34495,1.34569,5469
2026-01-02T21:00:00.000000000Z,1.34568,1.3467,1.34562,1.34602,2534
2026-01-04T22:00:00.000000000Z,1.34545,1.34599,1.34496,1.34522,1964
2026-01-04T23:00:00.000000000Z,1.34546,1.34567,1.34371,1.3438,3784
2026-01-05T00:00:00.000000000Z,1.34378,1.34482,1.34374,1.34434,7293
2026-01-05T01:00:00.000000000Z,1.34434,1.34488,1.34385,1.34402,11763
2026-01-05T02:00:00.000000000Z,1.34402,1.34429,1.34257,1.34314,8636
2026-01-05T03:00:00.000000000Z,1.34312,1.34364,1.3414,1.34158,7429
2026-01-05T04:00:00.000000000Z,1.34158,1.34282,1.34143,1.34258,6270
2026-01-05T05:00:00.000000000Z,1.34257,1.34319,1.34231,1.34283,5169
2026-01-05T06:00:00.000000000Z,1.34282,1.34372,1.34209,1.34358,6905
2026-01-05T07:00:00.000000000Z,1.34359,1.3437,1.34204,1.3423,9547
2026-01-05T08:00:00.000000000Z,1.3423,1.34388,1.34176,1.34259,11384
2026-01-05T09:00:00.000000000Z,1.34259,1.34436,1.34222,1.34429,8712
2026-01-05T10:00:00.000000000Z,1.34428,1.34648,1.34407,1.34632,10259
