time,open,high,low,close,volume
2025-01-01T22:00:00.000000000Z,157.236,157.292,157.198,157.264,890
2025-01-01T23:00:00.000000000Z,157.262,157.782,157.248,157.7,7007
2025-01-02T00:00:00.000000000Z,157.704,157.778,157.296,157.438,12088
2025-01-02T01:00:00.000000000Z,157.437,157.668,157.42,157.512,10351
2025-01-02T02:00:00.000000000Z,157.512,157.512,157.268,157.29,5373
2025-01-02T03:00:00.000000000Z,157.29,157.305,157.132,157.158,3877
2025-01-02T04:00:00.000000000Z,157.158,157.159,156.996,157.023,4699
2025-01-02T05:00:00.000000000Z,157.022,157.212,156.976,157.21,5409
2025-01-02T06:00:00.000000000Z,157.211,157.214,156.662,156.666,9978
2025-01-02T07:00:00.000000000Z,156.666,156.75,156.438,156.672,14686
2025-01-02T08:00:00.000000000Z,156.673,156.831,156.464,156.783,19029
2025-01-02T09:00:00.000000000Z,156.782,156.924,156.752,156.794,11633
2025-01-02T10:00:00.000000000Z,156.798,157.169,156.792,157.136,13089
2025-01-02T11:00:00.000000000Z,157.134,157.289,157.054,157.206,12041
2025-01-02T12:00:00.000000000Z,157.206,157.219,157.018,157.08,12080
2025-01-02T13:00:00.000000000Z,157.08,157.242,156.719,156.83,22477
2025-01-02T14:00:00.000000000Z,156.826,157.12,156.634,157.031,23625
2025-01-02T15:00:00.000000000Z,157.032,157.188,156.784,157.152,27952
2025-01-02T16:00:00.000000000Z,157.151,157.753,157.134,157.66,22882
2025-01-02T17:00:00.000000000Z,157.66,157.851,157.49,157.568,14555
2025-01-02T18:00:00.000000000Z,157.568,157.636,157.464,157.502,10938
2025-01-02T19:00:00.000000000Z,157.502,157.679,157.474,157.622,8172
2025-01-02T20:00:00.000000000Z,157.622,157.657,157.564,157.631,4629
2025-01-02T21:00:00.000000000Z,157.63,157.637,157.502,157.54,5434
2025-01-02T22:00:00.000000000Z,157.505,157.517,157.456,157.469,6610
2025-01-02T23:00:00.000000000Z,157.466,157.566,157.354,157.359,3228
2025-01-03T00:00:00.000000000Z,157.363,157.403,157.176,157.214,9747
2025-01-03T01:00:00.000000000Z,157.214,157.41,157.187,157.282,7024
2025-01-03T02:00:00.000000000Z,157.282,157.361,157.25,157.314,7040
2025-01-03T03:00:00.000000000Z,157.313,157.463,157.185,157.312,7312
2025-01-03T04:00:00.000000000Z,157.313,157.39,157.252,157.286,5777
2025-01-03T05:00:00.000000000Z,157.287,157.358,157.242,157.302,6016
2025-01-03T06:00:00.000000000Z,157.301,157.301,157.132,157.174,4592
2025-01-03T07:00:00.000000000Z,157.171,157.269,157.04,157.14,12622
2025-01-03T08:00:00.000000000Z,157.138,157.428,157.13,157.334,12034
2025-01-03T09:00:00.000000000Z,157.331,157.338,157.09,157.256,11101
2025-01-03T10:00:00.000000000Z,157.256,157.383,157.169,157.374,8207
2025-01-03T11:00:00.000000000Z,157.374,157.391,157.202,157.247,7353
2025-01-03T12:00:00.000000000Z,157.246,157.258,157.062,157.168,8307
2025-01-03T13:00:00.000000000Z,157.168,157.242,157.026,157.185,11048
2025-01-03T14:00:00.000000000Z,157.186,157.314,157.119,157.136,11260
2025-01-03T15:00:00.000000000Z,157.162,157.498,157.162,157.4,19114
2025-01-03T16:00:00.000000000Z,157.4,157.404,157.202,157.206,8661
2025-01-03T17:00:00.000000000Z,157.206,157.214,156.875,157.17,9308
2025-01-03T18:00:00.000000000Z,157.169,157.243,157.107,157.168,5510
2025-01-03T19:00:00.000000000Z,157.167,157.232,157.11,157.206,4123
2025-01-03T20:00:00.000000000Z,157.206,157.356,157.141,157.342,4540
2025-01-03T21:00:00.000000000Z,157.341,157.382,157.278,157.292,2999
2025-01-05T22:00:00.000000000Z,157.249,157.394,157.198,157.348,1126
2025-01-05T23:00:00.000000000Z,157.351,157.529,157.346,157.511,5867
2025-01-06T00:00:00.000000000Z,157.51,157.83,157.502,157.594,13416
2025-01-06T01:00:00.000000000Z,157.593,157.674,157.488,157.62,9978
2025-01-06T02:00:00.000000000Z,157.62,157.78,157.57,157.718,8230
2025-01-06T03:00:00.000000000Z,157.716,157.786,157.656,157.719,7876
2025-01-06T04:00:00.000000000Z,157.719,157.756,157.662,157.72,5766
2025-01-06T05:00:00.000000000Z,157.72,157.808,157.676,157.78,6341
2025-01-06T06:00:00.000000000Z,157.781,157.794,157.63,157.652,6762
2025-01-06T07:00:00.000000000Z,157.65,157.698,157.535,157.665,7608
2025-01-06T08:00:00.000000000Z,157.664,157.767,157.62,157.668,12091
2025-01-06T09:00:00.000000000Z,157.668,157.768,157.59,157.74,11441
2025-01-06T10:00:00.000000000Z,157.738,157.918,157.686,157.904,8253
2025-01-06T11:00:00.000000000Z,157.905,157.966,157.168,157.203,29091
2025-01-06T12:00:00.000000000Z,157.202,157.215,156.62,156.788,23961
2025-01-06T13:00:00.000000000Z,156.789,156.816,156.237,156.613,23973
2025-01-06T14:00:00.000000000Z,156.614,157.423,156.468,157.293,34583
2025-01-06T15:00:00.000000000Z,157.292,157.659,157.196,157.535,20769
2025-01-06T16:00:00.000000000Z,157.532,157.614,157.348,157.546,14855
2025-01-06T17:00:00.000000000Z,157.545,157.604,157.468,157.512,8880
2025-01-06T18:00:00.000000000Z,157.51,157.673,157.434,157.538,8428
2025-01-06T19:00:00.000000000Z,157.538,157.594,157.474,157.548,8812
2025-01-06T20:00:00.000000000Z,157.548,157.642,157.492,157.628,6008
2025-01-06T21:00:00.000000000Z,157.628,157.666,157.591,157.65,3631
2025-01-06T22:00:00.000000000Z,157.557,157.648,157.545,157.628,705
2025-01-06T23:00:00.000000000Z,157.626,157.813,157.621,157.742,3888
2025-01-07T00:00:00.000000000Z,157.741,158.225,157.737,158.105,18281
2025-01-07T01:00:00.000000000Z,158.106,158.42,158.044,158.312,13721
2025-01-07T02:00:00.000000000Z,158.313,158.318,158.142,158.28,8342
2025-01-07T03:00:00.000000000Z,158.281,158.311,158.088,158.125,6545
2025-01-07T04:00:00.000000000Z,158.126,158.156,158.015,158.085,6314
2025-01-07T05:00:00.000000000Z,158.086,158.156,157.787,157.866,9497
2025-01-07T06:00:00.000000000Z,157.866,157.866,157.682,157.758,10831
